Key = key-673146, ValueA = , ValueB = value-8621165726093895168, Score = 1
Key = key-940790, ValueA = , ValueB = value-6218018514312263432, Score = 1
Key = key-785093, ValueA = , ValueB = value-3860113910839207915, Score = 1
Key = key-283298, ValueA = , ValueB = value-9190574400622137206, Score = 1
Key = key-223201, ValueA = , ValueB = value-8480644166590647639, Score = 1
Key = key-512053, ValueA = , ValueB = value-4324776541087167401, Score = 1
Key = key-822051, ValueA = , ValueB = value-5473881950655465279, Score = 1
Key = key-572492, ValueA = , ValueB = value-9175093159564219191, Score = 1
Key = key-415615, ValueA = , ValueB = value-3419310676168808678, Score = 1
Key = key-16776, ValueA = , ValueB = value-8153767754558141686, Score = 1
Key = key-549517, ValueA = , ValueB = value-2120766270204852357, Score = 1
Key = key-861691, ValueA = , ValueB = value-2431204596282208467, Score = 1
Key = key-704814, ValueA = , ValueB = value-728097841004818251, Score = 1
Key = key-86062, ValueA = , ValueB = value-1975407222181785439, Score = 1
Key = key-658473, ValueA = , ValueB = value-3127519095589850894, Score = 1
Key = key-403298, ValueA = , ValueB = value-6793406532856739499, Score = 1
Key = key-28490, ValueA = , ValueB = value-1005065270863738762, Score = 1
Key = key-869439, ValueA = , ValueB = value-6447837774056461076, Score = 1
Key = key-547482, ValueA = , ValueB = value-6553592382957739368, Score = 1
Key = key-942324, ValueA = , ValueB = value-3488406114308703632, Score = 1
Key = key-785148, ValueA = , ValueB = value-3775858029216519217, Score = 1
Key = key-947558, ValueA = , ValueB = value-6190435258132281817, Score = 1
Key = key-836615, ValueA = , ValueB = value-175446196634186592, Score = 1
Key = key-246089, ValueA = , ValueB = value-3878806123983692836, Score = 1
Key = key-917523, ValueA = , ValueB = value-7060924384859024051, Score = 1
Key = key-836625, ValueA = , ValueB = value-2076916957964713412, Score = 1
Key = key-947524, ValueA = , ValueB = value-3188599872595566422, Score = 1
Key = key-302117, ValueA = , ValueB = value-7530252685372346575, Score = 1
Key = key-153856, ValueA = , ValueB = value-1724643602127098655, Score = 1
Key = key-316747, ValueA = , ValueB = value-7628383058176591631, Score = 1
Key = key-153852, ValueA = , ValueB = value-4622070586785548023, Score = 1
Key = key-258189, ValueA = , ValueB = value-3102244693918333527, Score = 1
Key = key-417543, ValueA = , ValueB = value-7164534233409872482, Score = 1
Key = key-799847, ValueA = , ValueB = value-318090609816904340, Score = 1
Key = key-417595, ValueA = , ValueB = value-8507887526462395900, Score = 1
Key = key-822198, ValueA = , ValueB = value-1176322809825548806, Score = 1
Key = key-574468, ValueA = , ValueB = value-280284725104565312, Score = 1
Key = key-258103, ValueA = , ValueB = value-5473079855265901334, Score = 1
Key = key-586946, ValueA = , ValueB = value-4689709751270916747, Score = 1
Key = key-153759, ValueA = , ValueB = value-4962672150482966278, Score = 1
Key = key-993424, ValueA = , ValueB = value-4052752522294785814, Score = 1
Key = key-417673, ValueA = , ValueB = value-2763515619180938085, Score = 1
Key = key-440611, ValueA = , ValueB = value-7227083420825052616, Score = 1
Key = key-679195, ValueA = , ValueB = value-9114699410610673337, Score = 1
Key = key-942588, ValueA = , ValueB = value-592380743960614869, Score = 1
Key = key-341754, ValueA = , ValueB = value-8649228225705590752, Score = 1
Key = key-341754, ValueA = , ValueB = value-8210924910121018054, Score = 1
Key = key-679175, ValueA = , ValueB = value-5053722869479520253, Score = 1
Key = key-679178, ValueA = , ValueB = value-3656384478981315267, Score = 1
Key = key-917597, ValueA = , ValueB = value-6483828906067031059, Score = 1
Key = key-341846, ValueA = , ValueB = value-5001862059768922267, Score = 1
Key = key-341846, ValueA = , ValueB = value-2790437184876046921, Score = 1
Key = key-785342, ValueA = , ValueB = value-9175142062803781846, Score = 1
Key = key-496136, ValueA = , ValueB = value-6935788111685701882, Score = 1
Key = key-929090, ValueA = , ValueB = value-4005185923712529456, Score = 1
Key = key-521761, ValueA = , ValueB = value-266800292265339363, Score = 1
Key = key-863391, ValueA = , ValueB = value-4067777360390282145, Score = 1
Key = key-993721, ValueA = , ValueB = value-4080161334300022968, Score = 1
Key = key-454986, ValueA = , ValueB = value-3251237972821604763, Score = 1
Key = key-316490, ValueA = , ValueB = value-2223728923955136558, Score = 1
Key = key-316487, ValueA = , ValueB = value-7890992080618891482, Score = 1
Key = key-364498, ValueA = , ValueB = value-4196930621604833536, Score = 1
Key = key-628490, ValueA = , ValueB = value-5321564205615065174, Score = 1
Key = key-454902, ValueA = , ValueB = value-2448776094447001815, Score = 1
Key = key-801355, ValueA = , ValueB = value-2939972136912198173, Score = 1
Key = key-706759, ValueA = , ValueB = value-7388172775118124505, Score = 1
Key = key-448428, ValueA = , ValueB = value-5246475571350777882, Score = 1
Key = key-995208, ValueA = , ValueB = value-334628977167946996, Score = 1
Key = key-731771, ValueA = , ValueB = value-2877615809539546125, Score = 1
Key = key-378786, ValueA = , ValueB = value-8919473176940498877, Score = 1
Key = key-151537, ValueA = , ValueB = value-3073115114874620195, Score = 1
Key = key-947841, ValueA = , ValueB = value-4534462370500738276, Score = 1
Key = key-316607, ValueA = , ValueB = value-4666105757982853722, Score = 1
Key = key-628326, ValueA = , ValueB = value-3290327649824098830, Score = 1
Key = key-801486, ValueA = , ValueB = value-3423205052552914571, Score = 1
Key = key-653329, ValueA = , ValueB = value-6859035099121430238, Score = 1
Key = key-605451, ValueA = , ValueB = value-2409486251378301122, Score = 1
Key = key-207651, ValueA = , ValueB = value-1757447433370651812, Score = 1
Key = key-364170, ValueA = , ValueB = value-5636679804039401110, Score = 1
Key = key-232626, ValueA = , ValueB = value-8755464532322002565, Score = 1
Key = key-7438, ValueA = , ValueB = value-4476263195646093092, Score = 1
Key = key-572031, ValueA = , ValueB = value-3775990378000976149, Score = 1
Key = key-547088, ValueA = , ValueB = value-2452093652180708611, Score = 1
Key = key-995589, ValueA = , ValueB = value-206185692746359245, Score = 1
Key = key-341219, ValueA = , ValueB = value-68956049150730625, Score = 1
Key = key-838723, ValueA = , ValueB = value-2024459681874915905, Score = 1
Key = key-364277, ValueA = , ValueB = value-2053517196533148442, Score = 1
Key = key-378860, ValueA = , ValueB = value-4206251185258657414, Score = 1
Key = key-415122, ValueA = , ValueB = value-1670790261586050018, Score = 1
Key = key-968862, ValueA = , ValueB = value-692395755041581543, Score = 1
Key = key-947991, ValueA = , ValueB = value-3226715647381467274, Score = 1
Key = key-933340, ValueA = , ValueB = value-4229808775597563574, Score = 1
Key = key-14318, ValueA = , ValueB = value-8585586700101928328, Score = 1
Key = key-947902, ValueA = , ValueB = value-7317382084167198821, Score = 1
Key = key-797069, ValueA = , ValueB = value-1944571389701555131, Score = 1
Key = key-838884, ValueA = , ValueB = value-1634273770890807806, Score = 1
Key = key-824265, ValueA = , ValueB = value-7653716287983516788, Score = 1
Key = key-667782, ValueA = , ValueB = value-1014410812389148909, Score = 1
Key = key-630315, ValueA = , ValueB = value-7164112071453849391, Score = 1
Key = key-653124, ValueA = , ValueB = value-1625241577395980689, Score = 1
Key = key-271703, ValueA = , ValueB = value-3919604981711780751, Score = 1
Key = key-454821, ValueA = , ValueB = value-3604532776484964024, Score = 1
Key = key-246624, ValueA = , ValueB = value-6758868878410697191, Score = 1
Key = key-628097, ValueA = , ValueB = value-6772502201803965520, Score = 1
Key = key-487795, ValueA = , ValueB = value-7786075682112462717, Score = 1
Key = key-981131, ValueA = , ValueB = value-6388527821762896941, Score = 1
Key = key-114797, ValueA = , ValueB = value-1387123442533113829, Score = 1
Key = key-838966, ValueA = , ValueB = value-2861181656216868069, Score = 1
Key = key-824336, ValueA = , ValueB = value-8849833157309479460, Score = 1
Key = key-364028, ValueA = , ValueB = value-1962100793102462809, Score = 1
Key = key-364021, ValueA = , ValueB = value-4963454428436732718, Score = 1
Key = key-190802, ValueA = , ValueB = value-2232042894715063931, Score = 1
Key = key-190805, ValueA = , ValueB = value-4849243004678315177, Score = 1
Key = key-644847, ValueA = , ValueB = value-8319888111554948381, Score = 1
Key = key-380602, ValueA = , ValueB = value-4873272246658035905, Score = 1
Key = key-271831, ValueA = , ValueB = value-8385130365501853900, Score = 1
Key = key-954433, ValueA = , ValueB = value-8996546711742312482, Score = 1
Key = key-954414, ValueA = , ValueB = value-4739853158774183211, Score = 1
Key = key-86967, ValueA = , ValueB = value-2945401189174369935, Score = 1
Key = key-297308, ValueA = , ValueB = value-3594220624094517374, Score = 1
Key = key-824461, ValueA = , ValueB = value-9016335318766310923, Score = 1
Key = key-535691, ValueA = , ValueB = value-2094661544814431133, Score = 1
Key = key-126121, ValueA = , ValueB = value-2277836115910259002, Score = 1
Key = key-611869, ValueA = , ValueB = value-5969582151415820387, Score = 1
Key = key-403884, ValueA = , ValueB = value-2957075490927623613, Score = 1
Key = key-7083, ValueA = , ValueB = value-257132949565260610, Score = 1
Key = key-207285, ValueA = , ValueB = value-4817577805380084820, Score = 1
Key = key-165768, ValueA = , ValueB = value-4025636280451050726, Score = 1
Key = key-692435, ValueA = , ValueB = value-518167860988070528, Score = 1
Key = key-380677, ValueA = , ValueB = value-5022723415216767518, Score = 1
Key = key-981312, ValueA = , ValueB = value-460323060304413515, Score = 1
Key = key-605131, ValueA = , ValueB = value-4414174795553722688, Score = 1
Key = key-341129, ValueA = , ValueB = value-7758378286528904890, Score = 1
Key = key-14408, ValueA = , ValueB = value-4196434614436044677, Score = 1
Key = key-586369, ValueA = , ValueB = value-706785939622707791, Score = 1
Key = key-184002, ValueA = , ValueB = value-998904186139543291, Score = 1
Key = key-665509, ValueA = , ValueB = value-2785104141396367677, Score = 1
Key = key-956397, ValueA = , ValueB = value-8947731935672213562, Score = 1
Key = key-667421, ValueA = , ValueB = value-8438325351936205141, Score = 1
Key = key-956387, ValueA = , ValueB = value-4059065992107172703, Score = 1
Key = key-667430, ValueA = , ValueB = value-6848458668098480842, Score = 1
Key = key-995818, ValueA = , ValueB = value-6523347208805982106, Score = 1
Key = key-487552, ValueA = , ValueB = value-3384144534625078247, Score = 1
Key = key-889963, ValueA = , ValueB = value-1286131825236072647, Score = 1
Key = key-512900, ValueA = , ValueB = value-7895196909191927523, Score = 1
Key = key-718639, ValueA = , ValueB = value-5182365195570858475, Score = 1
Key = key-244436, ValueA = , ValueB = value-2441210933961828446, Score = 1
Key = key-378455, ValueA = , ValueB = value-7190402801943132955, Score = 1
Key = key-219406, ValueA = , ValueB = value-5469136211759192613, Score = 1
Key = key-219406, ValueA = , ValueB = value-903854631469452557, Score = 1
Key = key-743690, ValueA = , ValueB = value-2385038174066578570, Score = 1
Key = key-419164, ValueA = , ValueB = value-6296227338561622987, Score = 1
Key = key-216467, ValueA = , ValueB = value-8615886227358110730, Score = 1
Key = key-662479, ValueA = , ValueB = value-5666070963339086184, Score = 1
Key = key-14607, ValueA = , ValueB = value-3456913770141178112, Score = 1
Key = key-244355, ValueA = , ValueB = value-7109218314781849128, Score = 1
Key = key-875446, ValueA = , ValueB = value-7288443603127604005, Score = 1
Key = key-219354, ValueA = , ValueB = value-3453123989330237332, Score = 1
Key = key-576032, ValueA = , ValueB = value-1234837405556711993, Score = 1
Key = key-219362, ValueA = , ValueB = value-2992591468820119594, Score = 1
Key = key-112534, ValueA = , ValueB = value-3969723927616733381, Score = 1
Key = key-733456, ValueA = , ValueB = value-7331085450599672868, Score = 1
Key = key-875605, ValueA = , ValueB = value-8849651243185126144, Score = 1
Key = key-216379, ValueA = , ValueB = value-9158477854598779959, Score = 1
Key = key-96441, ValueA = , ValueB = value-3551391011230969536, Score = 1
Key = key-230057, ValueA = , ValueB = value-9204483293487648805, Score = 1
Key = key-951720, ValueA = , ValueB = value-7234505521046751614, Score = 1
Key = key-743816, ValueA = , ValueB = value-3044798310454157977, Score = 1
Key = key-733578, ValueA = , ValueB = value-6831458641156131313, Score = 1
Key = key-743852, ValueA = , ValueB = value-8370744018272604811, Score = 1
Key = key-733562, ValueA = , ValueB = value-714937065064172786, Score = 1
Key = key-376188, ValueA = , ValueB = value-9188843012106360714, Score = 1
Key = key-704274, ValueA = , ValueB = value-2867098130763740138, Score = 1
Key = key-96783, ValueA = , ValueB = value-495917312560254066, Score = 1
Key = key-662301, ValueA = , ValueB = value-3238024446764382908, Score = 1
Key = key-216294, ValueA = , ValueB = value-2578572890557123713, Score = 1
Key = key-326729, ValueA = , ValueB = value-1074678309690672708, Score = 1
Key = key-326714, ValueA = , ValueB = value-2509681765682366772, Score = 1
Key = key-769511, ValueA = , ValueB = value-1162139063931621566, Score = 1
Key = key-244566, ValueA = , ValueB = value-665160317247296396, Score = 1
Key = key-508410, ValueA = , ValueB = value-2815049634991843604, Score = 1
Key = key-733662, ValueA = , ValueB = value-8386242898654940514, Score = 1
Key = key-926897, ValueA = , ValueB = value-3830230456612570561, Score = 1
Key = key-194677, ValueA = , ValueB = value-80054617956088020, Score = 1
Key = key-112767, ValueA = , ValueB = value-8124878760684094494, Score = 1
Key = key-376287, ValueA = , ValueB = value-7557850797306369264, Score = 1
Key = key-690176, ValueA = , ValueB = value-8591945554877196016, Score = 1
Key = key-82065, ValueA = , ValueB = value-8880828141045567857, Score = 1
Key = key-912226, ValueA = , ValueB = value-982766563914862922, Score = 1
Key = key-312245, ValueA = , ValueB = value-8072227059886037487, Score = 1
Key = key-968065, ValueA = , ValueB = value-7568000184038510600, Score = 1
Key = key-836240, ValueA = , ValueB = value-6390949365039860712, Score = 1
Key = key-865467, ValueA = , ValueB = value-2807187066947304485, Score = 1
Key = key-11897, ValueA = , ValueB = value-9015980033354821404, Score = 1
Key = key-169655, ValueA = , ValueB = value-211696985361586626, Score = 1
Key = key-733703, ValueA = , ValueB = value-374754268214169086, Score = 1
Key = key-665133, ValueA = , ValueB = value-2085779824690002404, Score = 1
Key = key-312217, ValueA = , ValueB = value-8032707077338141119, Score = 1
Key = key-219085, ValueA = , ValueB = value-7779591579522199324, Score = 1
Key = key-572919, ValueA = , ValueB = value-924912277036077707, Score = 1
Key = key-280978, ValueA = , ValueB = value-6214770057989590374, Score = 1
Key = key-951931, ValueA = , ValueB = value-5168629838239969887, Score = 1
Key = key-351460, ValueA = , ValueB = value-5363274052697014347, Score = 1
Key = key-169193, ValueA = , ValueB = value-2587721085289603916, Score = 1
Key = key-440974, ValueA = , ValueB = value-5776908267376650067, Score = 1
Key = key-755026, ValueA = , ValueB = value-6464230273843831966, Score = 1
Key = key-508386, ValueA = , ValueB = value-8171849469603112120, Score = 1
Key = key-508386, ValueA = , ValueB = value-9157658664210438164, Score = 1
Key = key-508386, ValueA = , ValueB = value-6028886887804866205, Score = 1
Key = key-401382, ValueA = , ValueB = value-5890982588826181992, Score = 1
Key = key-875915, ValueA = , ValueB = value-3449744588601621632, Score = 1
Key = key-505376, ValueA = , ValueB = value-2112403308617530797, Score = 1
Key = key-11756, ValueA = , ValueB = value-6743949063245561731, Score = 1
Key = key-665008, ValueA = , ValueB = value-3997426213617526972, Score = 1
Key = key-755120, ValueA = , ValueB = value-4746249036475637999, Score = 1
Key = key-637009, ValueA = , ValueB = value-2606999533026001039, Score = 1
Key = key-519865, ValueA = , ValueB = value-7218009757087737853, Score = 1
Key = key-505260, ValueA = , ValueB = value-8564520800795907946, Score = 1
Key = key-255521, ValueA = , ValueB = value-4824830857344116984, Score = 1
Key = key-48988, ValueA = , ValueB = value-5765114005618785434, Score = 1
Key = key-11909, ValueA = , ValueB = value-3459638395605046639, Score = 1
Key = key-755233, ValueA = , ValueB = value-1059563798332322450, Score = 1
Key = key-528380, ValueA = , ValueB = value-3013674735287307025, Score = 1
Key = key-264033, ValueA = , ValueB = value-6079381078702843700, Score = 1
Key = key-676574, ValueA = , ValueB = value-617553751305177900, Score = 1
Key = key-794872, ValueA = , ValueB = value-2812036532501561648, Score = 1
Key = key-132260, ValueA = , ValueB = value-5470723658546591459, Score = 1
Key = key-949263, ValueA = , ValueB = value-8433262405922928652, Score = 1
Key = key-132288, ValueA = , ValueB = value-6487164387774663886, Score = 1
Key = key-171887, ValueA = , ValueB = value-8219007123441581443, Score = 1
Key = key-949404, ValueA = , ValueB = value-7765953890727124909, Score = 1
Key = key-887030, ValueA = , ValueB = value-9123195932002466826, Score = 1
Key = key-387266, ValueA = , ValueB = value-5143017158390677994, Score = 1
Key = key-387231, ValueA = , ValueB = value-2240974435226099183, Score = 1
Key = key-817651, ValueA = , ValueB = value-2391851780076670424, Score = 1
Key = key-974373, ValueA = , ValueB = value-2143124668382648705, Score = 1
Key = key-710837, ValueA = , ValueB = value-629861707607697391, Score = 1
Key = key-48817, ValueA = , ValueB = value-8946949860969594811, Score = 1
Key = key-780332, ValueA = , ValueB = value-476232385777130162, Score = 1
Key = key-278518, ValueA = , ValueB = value-1343198512343486952, Score = 1
Key = key-435837, ValueA = , ValueB = value-2772556387955780717, Score = 1
Key = key-699599, ValueA = , ValueB = value-6633591291138954714, Score = 1
Key = key-387296, ValueA = , ValueB = value-3664375296161885171, Score = 1
Key = key-544676, ValueA = , ValueB = value-4927760312783545901, Score = 1
Key = key-34549, ValueA = , ValueB = value-2758718028340517362, Score = 1
Key = key-34549, ValueA = , ValueB = value-469100199919258800, Score = 1
Key = key-107507, ValueA = , ValueB = value-2987187292227337410, Score = 1
Key = key-239280, ValueA = , ValueB = value-2468223080920553572, Score = 1
Key = key-460983, ValueA = , ValueB = value-6279407089789418737, Score = 1
Key = key-676294, ValueA = , ValueB = value-7917577451864122819, Score = 1
Key = key-255636, ValueA = , ValueB = value-8687217431723354349, Score = 1
Key = key-755521, ValueA = , ValueB = value-6296553268306525711, Score = 1
Key = key-699467, ValueA = , ValueB = value-3962206623283653697, Score = 1
Key = key-701710, ValueA = , ValueB = value-7574517203939986922, Score = 1
Key = key-803279, ValueA = , ValueB = value-1884118847586434679, Score = 1
Key = key-171935, ValueA = , ValueB = value-7192408618556849555, Score = 1
Key = key-528074, ValueA = , ValueB = value-5245484912947391547, Score = 1
Key = key-146488, ValueA = , ValueB = value-8924965806364976360, Score = 1
Key = key-979925, ValueA = , ValueB = value-8077107623407808715, Score = 1
Key = key-592468, ValueA = , ValueB = value-2539606957198644344, Score = 1
Key = key-435612, ValueA = , ValueB = value-733129799865890483, Score = 1
Key = key-491425, ValueA = , ValueB = value-7635343124866622658, Score = 1
Key = key-960075, ValueA = , ValueB = value-8205418470301814326, Score = 1
Key = key-1614, ValueA = , ValueB = value-8055836051419403765, Score = 1
Key = key-435703, ValueA = , ValueB = value-546504972759931595, Score = 1
Key = key-803492, ValueA = , ValueB = value-8138178883780338626, Score = 1
Key = key-309327, ValueA = , ValueB = value-8853066128474018369, Score = 1
Key = key-592297, ValueA = , ValueB = value-4432564449526869043, Score = 1
Key = key-935367, ValueA = , ValueB = value-4302921453951677708, Score = 1
Key = key-466177, ValueA = , ValueB = value-7025802608196802675, Score = 1
Key = key-20321, ValueA = , ValueB = value-7719444370896783223, Score = 1
Key = key-778050, ValueA = , ValueB = value-8053654231385335973, Score = 1
Key = key-808757, ValueA = , ValueB = value-7801312304868791501, Score = 1
Key = key-107028, ValueA = , ValueB = value-2514511343822553628, Score = 1
Key = key-20301, ValueA = , ValueB = value-7484612957899019743, Score = 1
Key = key-935325, ValueA = , ValueB = value-8957422112250003504, Score = 1
Key = key-202848, ValueA = , ValueB = value-5066768754448602416, Score = 1
Key = key-107018, ValueA = , ValueB = value-2248258436806553073, Score = 1
Key = key-778023, ValueA = , ValueB = value-8055234112834801643, Score = 1
Key = key-778085, ValueA = , ValueB = value-9092699894471043478, Score = 1
Key = key-778085, ValueA = , ValueB = value-2602954862139688604, Score = 1
Key = key-803523, ValueA = , ValueB = value-3930112197179954513, Score = 1
Key = key-435556, ValueA = , ValueB = value-985927933744119018, Score = 1
Key = key-960433, ValueA = , ValueB = value-934200356902576845, Score = 1
Key = key-278256, ValueA = , ValueB = value-6036074079348716698, Score = 1
Key = key-1491, ValueA = , ValueB = value-5004930062029374952, Score = 1
Key = key-20251, ValueA = , ValueB = value-8922029366976716799, Score = 1
Key = key-171512, ValueA = , ValueB = value-4215439272073039075, Score = 1
Key = key-623351, ValueA = , ValueB = value-9032363380610968975, Score = 1
Key = key-491165, ValueA = , ValueB = value-1355210012082263494, Score = 1
Key = key-357289, ValueA = , ValueB = value-3788200088225911620, Score = 1
Key = key-202232, ValueA = , ValueB = value-1456191646647415982, Score = 1
Key = key-646349, ValueA = , ValueB = value-1648985670880109481, Score = 1
Key = key-202206, ValueA = , ValueB = value-6737453205154829942, Score = 1
Key = key-90028, ValueA = , ValueB = value-3982674128637133379, Score = 1
Key = key-951191, ValueA = , ValueB = value-3749362959693000419, Score = 1
Key = key-309191, ValueA = , ValueB = value-3212969861648185437, Score = 1
Key = key-312019, ValueA = , ValueB = value-9105971968976933574, Score = 1
Key = key-489164, ValueA = , ValueB = value-2728963128913835419, Score = 1
Key = key-489164, ValueA = , ValueB = value-3683393577984326692, Score = 1
Key = key-309169, ValueA = , ValueB = value-8037028347101397505, Score = 1
Key = key-505984, ValueA = , ValueB = value-4521292260345085194, Score = 1
Key = key-685876, ValueA = , ValueB = value-1402405777853123619, Score = 1
Key = key-491019, ValueA = , ValueB = value-3866505608340308161, Score = 1
Key = key-671212, ValueA = , ValueB = value-1263619729462813269, Score = 1
Key = key-241729, ValueA = , ValueB = value-1543318041402577797, Score = 1
Key = key-466072, ValueA = , ValueB = value-7566006920780899922, Score = 1
Key = key-216727, ValueA = , ValueB = value-4128958304255750684, Score = 1
Key = key-396565, ValueA = , ValueB = value-5534933558318450044, Score = 1
Key = key-856411, ValueA = , ValueB = value-8057127099267259822, Score = 1
Key = key-528825, ValueA = , ValueB = value-7744431443951647415, Score = 1
Key = key-965835, ValueA = , ValueB = value-4600035027760049981, Score = 1
Key = key-79822, ValueA = , ValueB = value-5713307410518696767, Score = 1
Key = key-724724, ValueA = , ValueB = value-1233773248298040829, Score = 1
Key = key-225439, ValueA = , ValueB = value-5625488767634783133, Score = 1
Key = key-382108, ValueA = , ValueB = value-4486334233417967024, Score = 1
Key = key-817086, ValueA = , ValueB = value-2171233858886104336, Score = 1
Key = key-132670, ValueA = , ValueB = value-5438903401280798335, Score = 1
Key = key-842019, ValueA = , ValueB = value-8080118844444680057, Score = 1
Key = key-1033, ValueA = , ValueB = value-1401771124247860850, Score = 1
Key = key-553641, ValueA = , ValueB = value-7126901501933231138, Score = 1
Key = key-817119, ValueA = , ValueB = value-2245344318677984734, Score = 1
Key = key-348637, ValueA = , ValueB = value-7257357108725401119, Score = 1
Key = key-662506, ValueA = , ValueB = value-5327506877718654025, Score = 1
Key = key-847323, ValueA = , ValueB = value-7558188298992412469, Score = 1
Key = key-847323, ValueA = , ValueB = value-8253540218366947274, Score = 1
Key = key-239379, ValueA = , ValueB = value-1833046272169307166, Score = 1
Key = key-988759, ValueA = , ValueB = value-8292306874693136803, Score = 1
Key = key-239774, ValueA = , ValueB = value-4489552618053464772, Score = 1
Key = key-132927, ValueA = , ValueB = value-1132954675265058280, Score = 1
Key = key-162157, ValueA = , ValueB = value-333032972959008578, Score = 1
Key = key-817270, ValueA = , ValueB = value-7846597307015014963, Score = 1
Key = key-856922, ValueA = , ValueB = value-1530877511875776795, Score = 1
Key = key-137090, ValueA = , ValueB = value-7724192277888388539, Score = 1
Key = key-107993, ValueA = , ValueB = value-8682678528714469622, Score = 1
Key = key-490842, ValueA = , ValueB = value-6193265352479882833, Score = 1
Key = key-176693, ValueA = , ValueB = value-3583022695774770487, Score = 1
Key = key-699918, ValueA = , ValueB = value-341565453530876860, Score = 1
Key = key-64017, ValueA = , ValueB = value-7253755647557995151, Score = 1
Key = key-881940, ValueA = , ValueB = value-8344238379071794926, Score = 1
Key = key-699817, ValueA = , ValueB = value-6719192622667747005, Score = 1
Key = key-777807, ValueA = , ValueB = value-3398763250353617422, Score = 1
Key = key-199384, ValueA = , ValueB = value-8113837838327787754, Score = 1
Key = key-333822, ValueA = , ValueB = value-3662335281824468568, Score = 1
Key = key-342172, ValueA = , ValueB = value-2901684180428521173, Score = 1
Key = key-740708, ValueA = , ValueB = value-2837567282198650929, Score = 1
Key = key-763280, ValueA = , ValueB = value-737462152726858597, Score = 1
Key = key-895134, ValueA = , ValueB = value-3040673862612190677, Score = 1
Key = key-895122, ValueA = , ValueB = value-4995874189574468562, Score = 1
Key = key-777923, ValueA = , ValueB = value-6576640188755823679, Score = 1
Key = key-833039, ValueA = , ValueB = value-5759997990302621444, Score = 1
Key = key-738379, ValueA = , ValueB = value-5199066788831495737, Score = 1
Key = key-381876, ValueA = , ValueB = value-7888477776734243743, Score = 1
Key = key-488390, ValueA = , ValueB = value-7821957880899446352, Score = 1
Key = key-606131, ValueA = , ValueB = value-6258051741166630815, Score = 1
Key = key-185000, ValueA = , ValueB = value-5193374514539792727, Score = 1
Key = key-488347, ValueA = , ValueB = value-1474017073159864307, Score = 1
Key = key-701200, ValueA = , ValueB = value-5672478775966317620, Score = 1
Key = key-631078, ValueA = , ValueB = value-5107438921540325725, Score = 1
Key = key-715836, ValueA = , ValueB = value-3356569066699155157, Score = 1
Key = key-763417, ValueA = , ValueB = value-4968485968177992842, Score = 1
Key = key-740837, ValueA = , ValueB = value-2182225061807768179, Score = 1
Key = key-162271, ValueA = , ValueB = value-460716652315153931, Score = 1
Key = key-701253, ValueA = , ValueB = value-6451485806947634843, Score = 1
Key = key-895302, ValueA = , ValueB = value-8805924846100069056, Score = 1
Key = key-199535, ValueA = , ValueB = value-2583105852895727674, Score = 1
Key = key-224985, ValueA = , ValueB = value-8259037166397573939, Score = 1
Key = key-808132, ValueA = , ValueB = value-2794839257456613502, Score = 1
Key = key-465496, ValueA = , ValueB = value-1966350414108100142, Score = 1
Key = key-979519, ValueA = , ValueB = value-4152421567246903617, Score = 1
Key = key-356358, ValueA = , ValueB = value-1527931560714542662, Score = 1
Key = key-622707, ValueA = , ValueB = value-7795120232918703876, Score = 1
Key = key-395960, ValueA = , ValueB = value-4494827823994151845, Score = 1
Key = key-872864, ValueA = , ValueB = value-5065959374983177048, Score = 1
Key = key-333710, ValueA = , ValueB = value-6293928657396899310, Score = 1
Key = key-356360, ValueA = , ValueB = value-9191248547558559109, Score = 1
Key = key-645343, ValueA = , ValueB = value-8465498439490028134, Score = 1
Key = key-763721, ValueA = , ValueB = value-7831701928602430537, Score = 1
Key = key-670390, ValueA = , ValueB = value-777853968637668360, Score = 1
Key = key-87446, ValueA = , ValueB = value-2253588835264790615, Score = 1
Key = key-738825, ValueA = , ValueB = value-335134768620666805, Score = 1
Key = key-490276, ValueA = , ValueB = value-4794896358031802199, Score = 1
Key = key-50169, ValueA = , ValueB = value-3297418601132597840, Score = 1
Key = key-872974, ValueA = , ValueB = value-3749874510883231226, Score = 1
Key = key-872974, ValueA = , ValueB = value-9144840482815999837, Score = 1
Key = key-763834, ValueA = , ValueB = value-3536398270682828336, Score = 1
Key = key-808386, ValueA = , ValueB = value-8847205042294659732, Score = 1
Key = key-965168, ValueA = , ValueB = value-8336046020405632719, Score = 1
Key = key-465249, ValueA = , ValueB = value-8330990450927201767, Score = 1
Key = key-479886, ValueA = , ValueB = value-4025796235310374742, Score = 1
Key = key-527956, ValueA = , ValueB = value-2318503289952372674, Score = 1
Key = key-979761, ValueA = , ValueB = value-1202869321305634880, Score = 1
Key = key-224556, ValueA = , ValueB = value-713821718753100454, Score = 1
Key = key-738996, ValueA = , ValueB = value-2928248541151888033, Score = 1
Key = key-724399, ValueA = , ValueB = value-5731403381829936144, Score = 1
Key = key-645144, ValueA = , ValueB = value-5352935878223617754, Score = 1
Key = key-659790, ValueA = , ValueB = value-5717838050686964711, Score = 1
Key = key-39666, ValueA = , ValueB = value-3192413857907659770, Score = 1
Key = key-39666, ValueA = , ValueB = value-610449722061293659, Score = 1
Key = key-87653, ValueA = , ValueB = value-6867660052689108472, Score = 1
Key = key-479971, ValueA = , ValueB = value-8370933032007654805, Score = 1
